origin	idx	label	A&B	C=A	C=A&B	C=B	M=A>B
20	3	A&B=[a,a,b,b]	0	0	6	0	0
20	21	A&B=[a,a+b,b]	0	0	3	0	0
20	22	A&B=[a+a+b,b]	0	0	1	0	0
20	20	A&B=[a+a+b,b]	0	0	0	0	0
20	0	A=[a,a];B=[b,b]	1	1	0	1	2
20	4	A=[a];B=[a,b,b]	1	0	0	3	1
20	3	A&B=[a,a,b,b]	0	0	6	0	0
20	21	A&B=[a,a+b,b]	0	0	3	0	0
20	23	A&B=[a+b,a+b]	0	0	1	0	0
20	20	A&B=[a+b,a+b]	0	0	0	0	0
20	0	A=[a,a];B=[b,b]	1	1	0	1	2
20	4	A=[a];B=[a,b,b]	1	0	0	3	1
20	3	A&B=[a,a,b,b]	0	0	6	0	0
20	21	A&B=[a,a+b,b]	0	0	3	0	0
20	19	A&B=[a,a+b+b]	0	0	1	0	0
20	20	A&B=[a,a+b+b]	0	0	0	0	0
20	0	A=[a,a];B=[b,b]	1	1	0	1	2
20	4	A=[a];B=[a,b,b]	1	0	0	3	1
20	3	A&B=[a,a,b,b]	0	0	6	0	0
20	17	A&B=[a,a,b+b]	0	0	3	0	0
20	18	A&B=[a+a,b+b]	0	0	1	0	0
20	20	A&B=[a+a,b+b]	0	0	0	0	0
20	0	A=[a,a];B=[b,b]	1	1	0	1	2
20	4	A=[a];B=[a,b,b]	1	0	0	3	1
20	3	A&B=[a,a,b,b]	0	0	6	0	0
20	17	A&B=[a,a,b+b]	0	0	3	0	0
20	19	A&B=[a,a+b+b]	0	0	1	0	0
20	20	A&B=[a,a+b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	1	A=[a,a];B=[b+b]	1	1	0	0	2
13	25	A=[a+a];B=[b+b]	1	0	0	0	1
13	11	B=[a+a,b+b]	0	0	0	1	0
13	13	B=[a+a,b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	1	A=[a,a];B=[b+b]	1	1	0	0	2
13	6	A=[a];B=[a,b+b]	1	0	0	1	1
13	16	A=[a];B=[a+b+b]	1	0	0	0	1
13	12	B=[a,a+b+b]	0	0	0	1	0
13	13	B=[a,a+b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	1	A=[a,a];B=[b+b]	1	1	0	0	2
13	6	A=[a];B=[a,b+b]	1	0	0	1	1
13	10	B=[a,a,b+b]	0	0	0	3	0
13	11	B=[a+a,b+b]	0	0	0	1	0
13	13	B=[a+a,b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	1	A=[a,a];B=[b+b]	1	1	0	0	2
13	6	A=[a];B=[a,b+b]	1	0	0	1	1
13	10	B=[a,a,b+b]	0	0	0	3	0
13	12	B=[a,a+b+b]	0	0	0	1	0
13	13	B=[a,a+b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	2	A=[a+a];B=[b,b]	1	0	0	1	1
13	25	A=[a+a];B=[b+b]	1	0	0	0	1
13	11	B=[a+a,b+b]	0	0	0	1	0
13	13	B=[a+a,b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	2	A=[a+a];B=[b,b]	1	0	0	1	1
13	8	B=[a+a,b,b]	0	0	0	3	0
13	14	B=[a+a+b,b]	0	0	0	1	0
13	13	B=[a+a+b,b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	2	A=[a+a];B=[b,b]	1	0	0	1	1
13	8	B=[a+a,b,b]	0	0	0	3	0
13	11	B=[a+a,b+b]	0	0	0	1	0
13	13	B=[a+a,b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	4	A=[a];B=[a,b,b]	1	0	0	3	1
13	5	A=[a];B=[a+b,b]	1	0	0	1	1
13	16	A=[a];B=[a+b+b]	1	0	0	0	1
13	12	B=[a,a+b+b]	0	0	0	1	0
13	13	B=[a,a+b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	4	A=[a];B=[a,b,b]	1	0	0	3	1
13	5	A=[a];B=[a+b,b]	1	0	0	1	1
13	9	B=[a,a+b,b]	0	0	0	3	0
13	14	B=[a+a+b,b]	0	0	0	1	0
13	13	B=[a+a+b,b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	4	A=[a];B=[a,b,b]	1	0	0	3	1
13	5	A=[a];B=[a+b,b]	1	0	0	1	1
13	9	B=[a,a+b,b]	0	0	0	3	0
13	15	B=[a+b,a+b]	0	0	0	1	0
13	13	B=[a+b,a+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	4	A=[a];B=[a,b,b]	1	0	0	3	1
13	5	A=[a];B=[a+b,b]	1	0	0	1	1
13	9	B=[a,a+b,b]	0	0	0	3	0
13	12	B=[a,a+b+b]	0	0	0	1	0
13	13	B=[a,a+b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	4	A=[a];B=[a,b,b]	1	0	0	3	1
13	6	A=[a];B=[a,b+b]	1	0	0	1	1
13	16	A=[a];B=[a+b+b]	1	0	0	0	1
13	12	B=[a,a+b+b]	0	0	0	1	0
13	13	B=[a,a+b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	4	A=[a];B=[a,b,b]	1	0	0	3	1
13	6	A=[a];B=[a,b+b]	1	0	0	1	1
13	10	B=[a,a,b+b]	0	0	0	3	0
13	11	B=[a+a,b+b]	0	0	0	1	0
13	13	B=[a+a,b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	4	A=[a];B=[a,b,b]	1	0	0	3	1
13	6	A=[a];B=[a,b+b]	1	0	0	1	1
13	10	B=[a,a,b+b]	0	0	0	3	0
13	12	B=[a,a+b+b]	0	0	0	1	0
13	13	B=[a,a+b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	4	A=[a];B=[a,b,b]	1	0	0	3	1
13	7	B=[a,a,b,b]	0	0	0	6	0
13	8	B=[a+a,b,b]	0	0	0	3	0
13	14	B=[a+a+b,b]	0	0	0	1	0
13	13	B=[a+a+b,b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	4	A=[a];B=[a,b,b]	1	0	0	3	1
13	7	B=[a,a,b,b]	0	0	0	6	0
13	8	B=[a+a,b,b]	0	0	0	3	0
13	11	B=[a+a,b+b]	0	0	0	1	0
13	13	B=[a+a,b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	4	A=[a];B=[a,b,b]	1	0	0	3	1
13	7	B=[a,a,b,b]	0	0	0	6	0
13	9	B=[a,a+b,b]	0	0	0	3	0
13	14	B=[a+a+b,b]	0	0	0	1	0
13	13	B=[a+a+b,b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	4	A=[a];B=[a,b,b]	1	0	0	3	1
13	7	B=[a,a,b,b]	0	0	0	6	0
13	9	B=[a,a+b,b]	0	0	0	3	0
13	15	B=[a+b,a+b]	0	0	0	1	0
13	13	B=[a+b,a+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	4	A=[a];B=[a,b,b]	1	0	0	3	1
13	7	B=[a,a,b,b]	0	0	0	6	0
13	9	B=[a,a+b,b]	0	0	0	3	0
13	12	B=[a,a+b+b]	0	0	0	1	0
13	13	B=[a,a+b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	4	A=[a];B=[a,b,b]	1	0	0	3	1
13	7	B=[a,a,b,b]	0	0	0	6	0
13	10	B=[a,a,b+b]	0	0	0	3	0
13	11	B=[a+a,b+b]	0	0	0	1	0
13	13	B=[a+a,b+b]	0	0	0	0	0
13	0	A=[a,a];B=[b,b]	1	1	0	1	2
13	4	A=[a];B=[a,b,b]	1	0	0	3	1
13	7	B=[a,a,b,b]	0	0	0	6	0
13	10	B=[a,a,b+b]	0	0	0	3	0
13	12	B=[a,a+b+b]	0	0	0	1	0
13	13	B=[a,a+b+b]	0	0	0	0	0
