path_idx	node	event	event_count	C_ancestor	C_derived	Ms	Es	hetA	fixed	hetB	hetAB
62	2	C_ancestor	1	3	0	1	1	2	0	2	0
62	10	M	1	1	0	1	1	2	1	0	0
62	18	C_ancestor	1	3	0	0	1	2	1	0	0
62	21	C_ancestor	1	1	0	0	1	0	2	0	0
62	25	E	1	0	0	0	1	0	0	0	0
62	LCA	LCA	0	0	0	0	0	0	0	0	0
63	0	M	2	1	1	2	1	2	0	2	0
63	2	C_ancestor	1	3	0	1	1	2	0	2	0
63	10	M	1	1	0	1	1	2	1	0	0
63	18	C_ancestor	2	3	0	0	1	2	1	0	0
63	24	E	1	1	0	0	1	2	0	0	0
63	16	C_derived	1	0	1	0	0	2	0	0	0
63	LCA	LCA	0	0	0	0	0	0	0	0	0
64	0	M	2	1	1	2	1	2	0	2	0
64	2	C_ancestor	1	3	0	1	1	2	0	2	0
64	10	M	1	1	0	1	1	2	1	0	0
64	18	C_ancestor	2	3	0	0	1	2	1	0	0
64	24	C_ancestor	1	1	0	0	1	2	0	0	0
64	25	E	1	0	0	0	1	0	0	0	0
64	LCA	LCA	0	0	0	0	0	0	0	0	0
65	0	M	2	1	1	2	1	2	0	2	0
65	2	C_ancestor	1	3	0	1	1	2	0	2	0
65	10	C_ancestor	1	1	0	1	1	2	1	0	0
65	19	E	1	0	0	1	1	2	0	0	0
65	16	C_derived	1	0	1	0	0	2	0	0	0
65	LCA	LCA	0	0	0	0	0	0	0	0	0
66	0	M	2	1	1	2	1	2	0	2	0
66	2	C_ancestor	1	3	0	1	1	2	0	2	0
66	10	C_ancestor	1	1	0	1	1	2	1	0	0
66	19	M	1	0	0	1	1	2	0	0	0
66	24	E	1	1	0	0	1	2	0	0	0
66	16	C_derived	1	0	1	0	0	2	0	0	0
66	LCA	LCA	0	0	0	0	0	0	0	0	0
67	0	M	2	1	1	2	1	2	0	2	0
67	2	C_ancestor	1	3	0	1	1	2	0	2	0
67	10	C_ancestor	1	1	0	1	1	2	1	0	0
67	19	M	1	0	0	1	1	2	0	0	0
67	24	C_ancestor	1	1	0	0	1	2	0	0	0
67	25	E	1	0	0	0	1	0	0	0	0
67	LCA	LCA	0	0	0	0	0	0	0	0	0
68	0	C_derived	1	1	1	2	1	2	0	2	0
68	3	E	1	1	0	1	1	0	1	2	0
68	5	C_derived	2	0	3	0	0	0	1	2	0
68	13	C_derived	1	0	1	0	0	0	0	2	0
68	LCA	LCA	0	0	0	0	0	0	0	0	0
69	0	C_derived	1	1	1	2	1	2	0	2	0
69	3	E	1	1	0	1	1	0	1	2	0
69	5	C_derived	1	0	3	0	0	0	1	2	0
69	14	C_derived	1	0	1	0	0	0	2	0	0
69	LCA	LCA	0	0	0	0	0	0	0	0	0
70	0	C_derived	1	1	1	2	1	2	0	2	0
70	3	M	1	1	0	1	1	0	1	2	0
70	11	E	1	3	0	0	1	0	1	2	0
70	5	C_derived	2	0	3	0	0	0	1	2	0
70	13	C_derived	1	0	1	0	0	0	0	2	0
70	LCA	LCA	0	0	0	0	0	0	0	0	0
71	0	C_derived	1	1	1	2	1	2	0	2	0
71	3	M	1	1	0	1	1	0	1	2	0
71	11	E	1	3	0	0	1	0	1	2	0
71	5	C_derived	1	0	3	0	0	0	1	2	0
71	14	C_derived	1	0	1	0	0	0	2	0	0
71	LCA	LCA	0	0	0	0	0	0	0	0	0
72	0	C_derived	1	1	1	2	1	2	0	2	0
72	3	M	1	1	0	1	1	0	1	2	0
72	11	C_ancestor	2	3	0	0	1	0	1	2	0
72	20	E	1	1	0	0	1	0	0	2	0
72	13	C_derived	1	0	1	0	0	0	0	2	0
72	LCA	LCA	0	0	0	0	0	0	0	0	0
73	0	C_derived	1	1	1	2	1	2	0	2	0
73	3	M	1	1	0	1	1	0	1	2	0
73	11	C_ancestor	2	3	0	0	1	0	1	2	0
73	20	C_ancestor	1	1	0	0	1	0	0	2	0
73	25	E	1	0	0	0	1	0	0	0	0
73	LCA	LCA	0	0	0	0	0	0	0	0	0
74	0	C_derived	1	1	1	2	1	2	0	2	0
74	3	M	1	1	0	1	1	0	1	2	0
74	11	C_ancestor	1	3	0	0	1	0	1	2	0
74	21	E	1	1	0	0	1	0	2	0	0
74	14	C_derived	1	0	1	0	0	0	2	0	0
74	LCA	LCA	0	0	0	0	0	0	0	0	0
75	0	C_derived	1	1	1	2	1	2	0	2	0
75	3	M	1	1	0	1	1	0	1	2	0
75	11	C_ancestor	1	3	0	0	1	0	1	2	0
75	21	C_ancestor	1	1	0	0	1	0	2	0	0
